acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,label,origin
0.00136,https://api.spotify.com/v1/audio-analysis/0FEGHZCilof5RDvFPPhNsD,0.511,293278,0.832,0FEGHZCilof5RDvFPPhNsD,0.0187,0,0.4,-7.799,1,0.0408,103.656,4,https://api.spotify.com/v1/tracks/0FEGHZCilof5RDvFPPhNsD,audio_features,spotify:track:0FEGHZCilof5RDvFPPhNsD,0.783,0,Spark ML Disliked songs
0.158,https://api.spotify.com/v1/audio-analysis/55frPzCdPGjCIZF3oZVFCV,0.737,316880,0.863,55frPzCdPGjCIZF3oZVFCV,0.00107,11,0.367,-9.703,1,0.0421,122.995,4,https://api.spotify.com/v1/tracks/55frPzCdPGjCIZF3oZVFCV,audio_features,spotify:track:55frPzCdPGjCIZF3oZVFCV,0.822,0,Spark ML Disliked songs
0.9,https://api.spotify.com/v1/audio-analysis/4ivoJtqjzsHvO0tVp14OpQ,0.845,168320,0.325,4ivoJtqjzsHvO0tVp14OpQ,0.433,7,0.111,-16.658,1,0.0509,116.006,4,https://api.spotify.com/v1/tracks/4ivoJtqjzsHvO0tVp14OpQ,audio_features,spotify:track:4ivoJtqjzsHvO0tVp14OpQ,0.937,0,Spark ML Disliked songs
0.141,https://api.spotify.com/v1/audio-analysis/400qHtiq24zJtjXgYndoWL,0.643,246799,0.883,400qHtiq24zJtjXgYndoWL,0.944,2,0.217,-6.157,1,0.0303,102.016,4,https://api.spotify.com/v1/tracks/400qHtiq24zJtjXgYndoWL,audio_features,spotify:track:400qHtiq24zJtjXgYndoWL,0.422,0,Spark ML Disliked songs
0.516,https://api.spotify.com/v1/audio-analysis/2Wd4Yu2RtYZjSmzLLaghNZ,0.535,239933,0.482,2Wd4Yu2RtYZjSmzLLaghNZ,0,0,0.139,-11.074,1,0.066,101.897,4,https://api.spotify.com/v1/tracks/2Wd4Yu2RtYZjSmzLLaghNZ,audio_features,spotify:track:2Wd4Yu2RtYZjSmzLLaghNZ,0.433,0,Spark ML Disliked songs
0.108,https://api.spotify.com/v1/audio-analysis/20eBaxqAuFPdtI8HHBEI2T,0.318,252160,0.396,20eBaxqAuFPdtI8HHBEI2T,0,5,0.359,-12.478,1,0.033,85.299,4,https://api.spotify.com/v1/tracks/20eBaxqAuFPdtI8HHBEI2T,audio_features,spotify:track:20eBaxqAuFPdtI8HHBEI2T,0.489,0,Spark ML Disliked songs
0.00221,https://api.spotify.com/v1/audio-analysis/0VLXNg5Eoq6uv9Yn1Tz8WE,0.676,284107,0.839,0VLXNg5Eoq6uv9Yn1Tz8WE,0.135,9,0.307,-11.408,1,0.0459,126.581,4,https://api.spotify.com/v1/tracks/0VLXNg5Eoq6uv9Yn1Tz8WE,audio_features,spotify:track:0VLXNg5Eoq6uv9Yn1Tz8WE,0.897,0,Spark ML Disliked songs
0.256,https://api.spotify.com/v1/audio-analysis/3QPKkP40zmc6xBtJMrXSNi,0.351,253387,0.622,3QPKkP40zmc6xBtJMrXSNi,0.0000344,8,0.613,-6.495,0,0.235,83.375,4,https://api.spotify.com/v1/tracks/3QPKkP40zmc6xBtJMrXSNi,audio_features,spotify:track:3QPKkP40zmc6xBtJMrXSNi,0.452,0,Spark ML Disliked songs
0.0000322,https://api.spotify.com/v1/audio-analysis/0dpbemM98PCrNA4P1eXkMf,0.339,255333,0.891,0dpbemM98PCrNA4P1eXkMf,0.115,2,0.388,-6.527,1,0.0522,102.925,4,https://api.spotify.com/v1/tracks/0dpbemM98PCrNA4P1eXkMf,audio_features,spotify:track:0dpbemM98PCrNA4P1eXkMf,0.548,0,Spark ML Disliked songs
0.451,https://api.spotify.com/v1/audio-analysis/5Yqw9lGTbrqeoYLmSYirov,0.696,248800,0.707,5Yqw9lGTbrqeoYLmSYirov,0.00000802,3,0.0909,-6.285,1,0.0252,115.053,4,https://api.spotify.com/v1/tracks/5Yqw9lGTbrqeoYLmSYirov,audio_features,spotify:track:5Yqw9lGTbrqeoYLmSYirov,0.819,0,Spark ML Disliked songs
0.753,https://api.spotify.com/v1/audio-analysis/4VvTGipG8YaF09z0kfGqaD,0.565,245667,0.557,4VvTGipG8YaF09z0kfGqaD,0,5,0.135,-9.605,0,0.0474,125.216,4,https://api.spotify.com/v1/tracks/4VvTGipG8YaF09z0kfGqaD,audio_features,spotify:track:4VvTGipG8YaF09z0kfGqaD,0.392,0,Spark ML Disliked songs
0.389,https://api.spotify.com/v1/audio-analysis/4ewSyQMs4RZQzzsbm0oHXe,0.632,197773,0.518,4ewSyQMs4RZQzzsbm0oHXe,0,5,0.136,-10.542,1,0.0472,124.795,4,https://api.spotify.com/v1/tracks/4ewSyQMs4RZQzzsbm0oHXe,audio_features,spotify:track:4ewSyQMs4RZQzzsbm0oHXe,0.741,0,Spark ML Disliked songs
0.77,https://api.spotify.com/v1/audio-analysis/5okI57GiUG0innS360o2bH,0.311,143027,0.343,5okI57GiUG0innS360o2bH,0.00000182,0,0.136,-10.186,1,0.0299,100.551,4,https://api.spotify.com/v1/tracks/5okI57GiUG0innS360o2bH,audio_features,spotify:track:5okI57GiUG0innS360o2bH,0.419,0,Spark ML Disliked songs
0.0472,https://api.spotify.com/v1/audio-analysis/2hgzdQdnfWwtdpZbhZlV72,0.757,218235,0.678,2hgzdQdnfWwtdpZbhZlV72,0.00000914,8,0.0654,-5.529,0,0.233,120.075,4,https://api.spotify.com/v1/tracks/2hgzdQdnfWwtdpZbhZlV72,audio_features,spotify:track:2hgzdQdnfWwtdpZbhZlV72,0.815,0,Spark ML Disliked songs
0.621,https://api.spotify.com/v1/audio-analysis/06KyNuuMOX1ROXRhj787tj,0.728,217707,0.563,06KyNuuMOX1ROXRhj787tj,0,1,0.179,-8.053,0,0.134,100.017,4,https://api.spotify.com/v1/tracks/06KyNuuMOX1ROXRhj787tj,audio_features,spotify:track:06KyNuuMOX1ROXRhj787tj,0.35,0,Spark ML Disliked songs
0.0147,https://api.spotify.com/v1/audio-analysis/5MuRWFWdrsVqGk7cDekNWT,0.698,183320,0.843,5MuRWFWdrsVqGk7cDekNWT,0,6,0.335,-6.921,0,0.122,114.919,4,https://api.spotify.com/v1/tracks/5MuRWFWdrsVqGk7cDekNWT,audio_features,spotify:track:5MuRWFWdrsVqGk7cDekNWT,0.556,0,Spark ML Disliked songs
0.132,https://api.spotify.com/v1/audio-analysis/6aEYqZL8uKzGYl3EK8lYjo,0.456,187973,0.817,6aEYqZL8uKzGYl3EK8lYjo,0,1,0.104,-4.051,1,0.355,163.252,4,https://api.spotify.com/v1/tracks/6aEYqZL8uKzGYl3EK8lYjo,audio_features,spotify:track:6aEYqZL8uKzGYl3EK8lYjo,0.757,0,Spark ML Disliked songs
0.338,https://api.spotify.com/v1/audio-analysis/5MFzQMkrl1FOOng9tq6R9r,0.783,214480,0.623,5MFzQMkrl1FOOng9tq6R9r,0,7,0.0975,-6.126,1,0.08,100.048,4,https://api.spotify.com/v1/tracks/5MFzQMkrl1FOOng9tq6R9r,audio_features,spotify:track:5MFzQMkrl1FOOng9tq6R9r,0.447,0,Spark ML Disliked songs
0.0316,https://api.spotify.com/v1/audio-analysis/6wZ8kvKP9d1MKlNFTMZrBK,0.774,246240,0.739,6wZ8kvKP9d1MKlNFTMZrBK,0.00000595,0,0.119,-4.022,1,0.0952,126.002,4,https://api.spotify.com/v1/tracks/6wZ8kvKP9d1MKlNFTMZrBK,audio_features,spotify:track:6wZ8kvKP9d1MKlNFTMZrBK,0.816,0,Spark ML Disliked songs
0.255,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,0.502,243491,0.786,4dASQiO1Eoo3RJvt74FtXB,0,9,0.65,-4.378,0,0.317,169.021,4,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,audio_features,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.734,0,Spark ML Disliked songs
0.0123,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,0.667,236002,0.83,6JV2JOEocMgcZxYSZelKcc,0,0,0.191,-5.715,1,0.0749,113.03,4,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,audio_features,spotify:track:6JV2JOEocMgcZxYSZelKcc,0.716,0,Spark ML Disliked songs
0.0398,https://api.spotify.com/v1/audio-analysis/4QdovcM8j50QPlyR7tH4xe,0.693,218480,0.65,4QdovcM8j50QPlyR7tH4xe,0,1,0.186,-8.376,1,0.192,85.026,4,https://api.spotify.com/v1/tracks/4QdovcM8j50QPlyR7tH4xe,audio_features,spotify:track:4QdovcM8j50QPlyR7tH4xe,0.661,0,Spark ML Disliked songs
0.014,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,0.695,235827,0.672,4qqArAiTPueDxIp7cf87h7,0.0000844,1,0.0756,-6.109,0,0.0345,104.988,4,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,audio_features,spotify:track:4qqArAiTPueDxIp7cf87h7,0.272,0,Spark ML Disliked songs
